time	V(n001)	V(n003)	I(C1)	I(C2)	I(R1)
1.535582005605102e+001	1.902152e+001	1.194402e+002	-1.429707e-004	-1.928284e-004	-3.357992e-004
1.538511693105102e+001	2.218299e+001	1.190288e+002	-1.378840e-004	-1.854218e-004	-3.233058e-004
1.541441380605102e+001	2.556217e+001	1.186327e+002	-1.325092e-004	-1.776256e-004	-3.101348e-004
1.544371068105102e+001	2.915190e+001	1.182528e+002	-1.268576e-004	-1.694564e-004	-2.963140e-004
1.547300755605102e+001	3.294458e+001	1.178898e+002	-1.209412e-004	-1.609314e-004	-2.818727e-004
1.550230443105102e+001	3.693218e+001	1.175445e+002	-1.147725e-004	-1.520688e-004	-2.668413e-004
1.556089818105102e+001	4.545797e+001	1.169099e+002	-1.017309e-004	-1.334061e-004	-2.351370e-004
1.561949193105102e+001	5.465709e+001	1.163542e+002	-8.784292e-005	-1.136262e-004	-2.014691e-004
1.570738255605102e+001	6.954654e+001	1.156786e+002	-6.568288e-005	-8.222954e-005	-1.479124e-004
1.579527318105102e+001	8.549126e+001	1.152034e+002	-4.230571e-005	-4.929435e-005	-9.160006e-005
1.588316380605102e+001	1.021878e+002	1.149373e+002	-1.815587e-005	-1.544689e-005	-3.360276e-005
1.594175755605102e+001	1.135801e+002	1.148787e+002	-1.853111e-006	7.307386e-006	5.454275e-006
1.600035130605102e+001	1.250690e+002	1.149156e+002	1.445122e-005	2.998866e-005	4.443988e-005
1.608824193105102e+001	1.422708e+002	1.151492e+002	3.860929e-005	6.345454e-005	1.020638e-004
1.617613255605102e+001	1.591440e+002	1.155919e+002	6.200155e-005	9.568855e-005	1.576901e-004
1.626402318105102e+001	1.753675e+002	1.162353e+002	8.418325e-005	1.260777e-004	2.102610e-004
1.635191380605102e+001	1.906324e+002	1.170667e+002	1.047327e-004	1.540441e-004	2.587768e-004
1.643980443105102e+001	2.046484e+002	1.180700e+002	1.232591e-004	1.790560e-004	3.023151e-004
1.652769505605102e+001	2.171487e+002	1.192260e+002	1.394104e-004	2.006379e-004	3.400483e-004
1.661558568105102e+001	2.278954e+002	1.205123e+002	1.528795e-004	2.183793e-004	3.712588e-004
1.670347630605102e+001	2.366840e+002	1.219042e+002	1.634106e-004	2.319431e-004	3.953537e-004
1.679136693105102e+001	2.433473e+002	1.233750e+002	1.708035e-004	2.410715e-004	4.118750e-004
1.687925755605102e+001	2.477585e+002	1.248965e+002	1.749179e-004	2.455912e-004	4.205091e-004
1.696714818105102e+001	2.498336e+002	1.264394e+002	1.756759e-004	2.454166e-004	4.210926e-004
1.705503880605102e+001	2.495331e+002	1.279741e+002	1.730635e-004	2.405513e-004	4.136148e-004
1.714292943105102e+001	2.468628e+002	1.294712e+002	1.671306e-004	2.310883e-004	3.982189e-004
1.723082005605102e+001	2.418735e+002	1.309020e+002	1.579904e-004	2.172081e-004	3.751985e-004
1.731871068105102e+001	2.346601e+002	1.322390e+002	1.458174e-004	1.991750e-004	3.449923e-004
1.740660130605102e+001	2.253598e+002	1.334566e+002	1.308434e-004	1.773326e-004	3.081759e-004
1.749449193105102e+001	2.141498e+002	1.345312e+002	1.133537e-004	1.520968e-004	2.654505e-004
1.758238255605102e+001	2.012432e+002	1.354424e+002	9.368146e-005	1.239484e-004	2.176298e-004
1.767027318105102e+001	1.868857e+002	1.361724e+002	7.220139e-005	9.342308e-005	1.656245e-004
1.775816380605102e+001	1.713506e+002	1.367072e+002	4.932254e-005	6.110224e-005	1.104248e-004
1.784605443105102e+001	1.549334e+002	1.370364e+002	2.548060e-005	2.760119e-005	5.308179e-005
1.790464818105102e+001	1.436524e+002	1.371383e+002	9.274628e-006	4.925895e-006	1.420052e-005
1.796324193105102e+001	1.322134e+002	1.371449e+002	-7.020522e-006	-1.779863e-005	-2.481915e-005
1.805113255605102e+001	1.149709e+002	1.369761e+002	-3.132860e-005	-5.155703e-005	-8.288563e-005
1.813902318105102e+001	9.791930e+001	1.365960e+002	-5.506400e-005	-8.435077e-005	-1.394148e-004
1.822691380605102e+001	8.138302e+001	1.360114e+002	-7.777473e-005	-1.155555e-004	-1.933302e-004
1.831480443105102e+001	6.567675e+001	1.352333e+002	-9.902832e-005	-1.445771e-004	-2.436054e-004
1.837339818105102e+001	5.581545e+001	1.346142e+002	-1.121866e-004	-1.624371e-004	-2.746237e-004
1.843199193105102e+001	4.653981e+001	1.339207e+002	-1.244052e-004	-1.789289e-004	-3.033341e-004
1.849058568105102e+001	3.792835e+001	1.331586e+002	-1.355806e-004	-1.939128e-004	-3.294934e-004
1.851988255605102e+001	3.389471e+001	1.327539e+002	-1.407471e-004	-2.007991e-004	-3.415463e-004
1.854917943105102e+001	3.005397e+001	1.323344e+002	-1.456181e-004	-2.072619e-004	-3.528800e-004
1.857847630605102e+001	2.641427e+001	1.319011e+002	-1.501832e-004	-2.132875e-004	-3.634707e-004
1.860777318105102e+001	2.298332e+001	1.314549e+002	-1.544327e-004	-2.188632e-004	-3.732958e-004
1.863707005605102e+001	1.976838e+001	1.309967e+002	-1.583576e-004	-2.239770e-004	-3.823346e-004
1.866636693105102e+001	1.677626e+001	1.305275e+002	-1.619495e-004	-2.286183e-004	-3.905678e-004
1.869566380605102e+001	1.401330e+001	1.300482e+002	-1.652010e-004	-2.327770e-004	-3.979781e-004
1.872496068105102e+001	1.148534e+001	1.295600e+002	-1.681051e-004	-2.364445e-004	-4.045496e-004
1.875425755605102e+001	9.197732e+000	1.290638e+002	-1.706555e-004	-2.396130e-004	-4.102685e-004
1.878355443105102e+001	7.155329e+000	1.285606e+002	-1.728471e-004	-2.422757e-004	-4.151227e-004
1.881285130605102e+001	5.362453e+000	1.280515e+002	-1.746749e-004	-2.444269e-004	-4.191019e-004
1.884214818105102e+001	3.822898e+000	1.275377e+002	-1.761353e-004	-2.460622e-004	-4.221975e-004
1.887144505605102e+001	2.539926e+000	1.270200e+002	-1.772250e-004	-2.471780e-004	-4.244030e-004
1.890074193105102e+001	1.516252e+000	1.264998e+002	-1.779418e-004	-2.477720e-004	-4.257138e-004
1.893003880605102e+001	7.540447e-001	1.259780e+002	-1.782842e-004	-2.478430e-004	-4.261271e-004
1.895933568105102e+001	2.549172e-001	1.254557e+002	-1.782513e-004	-2.473906e-004	-4.256419e-004
1.898863255605102e+001	1.992663e-002	1.249341e+002	-1.778433e-004	-2.464160e-004	-4.242593e-004
1.901792943105102e+001	4.957059e-002	1.244142e+002	-1.770611e-004	-2.449211e-004	-4.219821e-004
1.904722630605102e+001	3.437863e-001	1.238971e+002	-1.759062e-004	-2.429091e-004	-4.188153e-004
1.907652318105102e+001	9.019508e-001	1.233840e+002	-1.743811e-004	-2.403843e-004	-4.147654e-004
1.910582005605102e+001	1.722882e+000	1.228759e+002	-1.724890e-004	-2.373520e-004	-4.098410e-004
1.913511693105102e+001	2.804842e+000	1.223739e+002	-1.702339e-004	-2.338186e-004	-4.040525e-004
1.916441380605102e+001	4.145540e+000	1.218790e+002	-1.676206e-004	-2.297916e-004	-3.974122e-004
1.919371068105102e+001	5.742136e+000	1.213922e+002	-1.646547e-004	-2.252795e-004	-3.899341e-004
1.922300755605102e+001	7.591251e+000	1.209147e+002	-1.613423e-004	-2.202918e-004	-3.816341e-004
1.925230443105102e+001	9.688969e+000	1.204474e+002	-1.576905e-004	-2.148392e-004	-3.725296e-004
1.928160130605102e+001	1.203085e+001	1.199912e+002	-1.537070e-004	-2.089330e-004	-3.626400e-004
1.931089818105102e+001	1.461193e+001	1.195472e+002	-1.494002e-004	-2.025859e-004	-3.519861e-004
1.934019505605102e+001	1.742675e+001	1.191163e+002	-1.447793e-004	-1.958113e-004	-3.405906e-004
1.936949193105102e+001	2.046934e+001	1.186994e+002	-1.398540e-004	-1.886235e-004	-3.284774e-004
1.939878880605102e+001	2.373327e+001	1.182973e+002	-1.346347e-004	-1.810377e-004	-3.156724e-004
1.942808568105102e+001	2.721163e+001	1.179109e+002	-1.291325e-004	-1.730699e-004	-3.022024e-004
1.945738255605102e+001	3.089704e+001	1.175410e+002	-1.233590e-004	-1.647371e-004	-2.880961e-004
1.948667943105102e+001	3.478171e+001	1.171885e+002	-1.173265e-004	-1.560569e-004	-2.733834e-004
1.954527318105102e+001	4.311550e+001	1.165381e+002	-1.045358e-004	-1.377283e-004	-2.422641e-004
1.960386693105102e+001	5.214246e+001	1.159654e+002	-9.086866e-005	-1.182392e-004	-2.091079e-004
1.969175755605102e+001	6.681398e+001	1.152619e+002	-6.897928e-005	-8.719288e-005	-1.561722e-004
1.977964818105102e+001	8.259277e+001	1.147568e+002	-4.579582e-005	-5.449912e-005	-1.002949e-004
1.986753880605102e+001	9.917857e+001	1.144596e+002	-2.175924e-005	-2.077992e-005	-4.253916e-005
1.992613255605102e+001	1.105287e+002	1.143797e+002	-5.486254e-006	1.952909e-006	-3.533346e-006
1.998472630605102e+001	1.220013e+002	1.143954e+002	1.082517e-005	2.466417e-005	3.548934e-005
2.007261693105102e+001	1.392274e+002	1.145973e+002	3.506269e-005	5.827063e-005	9.333333e-005
2.016050755605102e+001	1.561828e+002	1.150096e+002	5.861536e-005	9.075722e-005	1.493726e-004
2.024839818105102e+001	1.725447e+002	1.156242e+002	8.103521e-005	1.215059e-004	2.025411e-004
2.033628880605102e+001	1.880019e+002	1.164292e+002	1.018958e-004	1.499317e-004	2.518275e-004
2.042417943105102e+001	2.022601e+002	1.174092e+002	1.208004e-004	1.754940e-004	2.962943e-004
2.051207005605102e+001	2.150482e+002	1.185455e+002	1.373893e-004	1.977063e-004	3.350957e-004
2.059996068105102e+001	2.261226e+002	1.198161e+002	1.513473e-004	2.161463e-004	3.674936e-004
2.068785130605102e+001	2.352727e+002	1.211969e+002	1.624088e-004	2.304631e-004	3.928719e-004
2.077574193105102e+001	2.423243e+002	1.226614e+002	1.703636e-004	2.403845e-004	4.107481e-004
2.086363255605102e+001	2.471432e+002	1.241815e+002	1.750604e-004	2.457219e-004	4.207824e-004
2.095152318105102e+001	2.496378e+002	1.257282e+002	1.764102e-004	2.463738e-004	4.227840e-004
2.103941380605102e+001	2.497605e+002	1.272720e+002	1.743874e-004	2.423281e-004	4.167155e-004
2.112730443105102e+001	2.475091e+002	1.287833e+002	1.690306e-004	2.336618e-004	4.026924e-004
2.121519505605102e+001	2.429263e+002	1.302333e+002	1.604421e-004	2.205401e-004	3.809822e-004
2.130308568105102e+001	2.360994e+002	1.315941e+002	1.487854e-004	2.032128e-004	3.519982e-004
2.139097630605102e+001	2.271584e+002	1.328398e+002	1.342826e-004	1.820097e-004	3.162923e-004
2.147886693105102e+001	2.162732e+002	1.339466e+002	1.172098e-004	1.573346e-004	2.745444e-004
2.156675755605102e+001	2.036512e+002	1.348932e+002	9.789215e-005	1.296571e-004	2.275493e-004
2.165464818105102e+001	1.895324e+002	1.356616e+002	7.669737e-005	9.950415e-005	1.762015e-004
2.174253880605102e+001	1.741856e+002	1.362369e+002	5.402900e-005	6.744958e-005	1.214786e-004
2.183042943105102e+001	1.579028e+002	1.366081e+002	3.031859e-005	3.410358e-005	6.442217e-005
2.188902318105102e+001	1.466801e+002	1.367384e+002	1.415508e-005	1.146823e-005	2.562331e-005
2.194761693105102e+001	1.352738e+002	1.367737e+002	-2.134302e-006	-1.126760e-005	-1.340191e-005
2.203550755605102e+001	1.180317e+002	1.366476e+002	-2.650263e-005	-4.513884e-005	-7.164147e-005
2.212339818105102e+001	1.009223e+002	1.363093e+002	-5.037993e-005	-7.815853e-005	-1.285385e-004
2.221128880605102e+001	8.427100e+001	1.357650e+002	-7.331165e-005	-1.096982e-004	-1.830098e-004
2.229917943105102e+001	6.839479e+001	1.350249e+002	-9.486125e-005	-1.391575e-004	-2.340187e-004
2.238707005605102e+001	5.359578e+001	1.341030e+002	-1.146185e-004	-1.659757e-004	-2.805942e-004
2.244566380605102e+001	4.446829e+001	1.333960e+002	-1.266068e-004	-1.821328e-004	-3.087396e-004
2.250425755605102e+001	3.602251e+001	1.326217e+002	-1.375290e-004	-1.967511e-004	-3.342801e-004
2.253355443105102e+001	3.207785e+001	1.322114e+002	-1.425610e-004	-2.034441e-004	-3.460051e-004
2.256285130605102e+001	2.832995e+001	1.317868e+002	-1.472925e-004	-2.097070e-004	-3.569995e-004
2.259214818105102e+001	2.478673e+001	1.313488e+002	-1.517135e-004	-2.155266e-004	-3.672401e-004
2.262144505605102e+001	2.145571e+001	1.308984e+002	-1.558147e-004	-2.208906e-004	-3.767053e-004
2.265074193105102e+001	1.834394e+001	1.304364e+002	-1.595873e-004	-2.257876e-004	-3.853748e-004
2.268003880605102e+001	1.545799e+001	1.299638e+002	-1.630233e-004	-2.302073e-004	-3.932305e-004
2.270933568105102e+001	1.280400e+001	1.294816e+002	-1.661155e-004	-2.341402e-004	-4.002557e-004
2.273863255605102e+001	1.038757e+001	1.289910e+002	-1.688573e-004	-2.375781e-004	-4.064353e-004
2.276792943105102e+001	8.213821e+000	1.284928e+002	-1.712429e-004	-2.405136e-004	-4.117565e-004
2.279722630605102e+001	6.287358e+000	1.279881e+002	-1.732672e-004	-2.429407e-004	-4.162079e-004
2.282652318105102e+001	4.612258e+000	1.274781e+002	-1.749260e-004	-2.448540e-004	-4.197800e-004
2.285582005605102e+001	3.192070e+000	1.269637e+002	-1.762157e-004	-2.462495e-004	-4.224653e-004
2.288511693105102e+001	2.029799e+000	1.264461e+002	-1.771336e-004	-2.471244e-004	-4.242581e-004
2.291441380605102e+001	1.127906e+000	1.259263e+002	-1.776778e-004	-2.474767e-004	-4.251545e-004
2.294371068105102e+001	4.883023e-001	1.254056e+002	-1.778470e-004	-2.473057e-004	-4.251527e-004
2.297300755605102e+001	1.123412e-001	1.248848e+002	-1.776410e-004	-2.466117e-004	-4.242527e-004
2.300230443105102e+001	8.189299e-004	1.243652e+002	-1.770602e-004	-2.453962e-004	-4.224564e-004
2.303160130605102e+001	1.539716e-001	1.238479e+002	-1.761057e-004	-2.436618e-004	-4.197675e-004
2.306089818105102e+001	5.714750e-001	1.233339e+002	-1.747796e-004	-2.414122e-004	-4.161918e-004
2.309019505605102e+001	1.252445e+000	1.228243e+002	-1.730847e-004	-2.386520e-004	-4.117367e-004
2.311949193105102e+001	2.195440e+000	1.223203e+002	-1.710246e-004	-2.353872e-004	-4.064118e-004
2.314878880605102e+001	3.398463e+000	1.218228e+002	-1.686036e-004	-2.316247e-004	-4.002283e-004
2.317808568105102e+001	4.858966e+000	1.213329e+002	-1.658269e-004	-2.273724e-004	-3.931993e-004
2.320738255605102e+001	6.573858e+000	1.208517e+002	-1.627004e-004	-2.226392e-004	-3.853396e-004
2.323667943105102e+001	8.539507e+000	1.203801e+002	-1.592305e-004	-2.174354e-004	-3.766659e-004
2.326597630605102e+001	1.075175e+001	1.199192e+002	-1.554248e-004	-2.117717e-004	-3.671966e-004
2.329527318105102e+001	1.320591e+001	1.194699e+002	-1.512912e-004	-2.056604e-004	-3.569516e-004
2.332457005605102e+001	1.589678e+001	1.190331e+002	-1.468385e-004	-1.991141e-004	-3.459527e-004
2.335386693105102e+001	1.881866e+001	1.186099e+002	-1.420762e-004	-1.921470e-004	-3.342232e-004
2.338316380605102e+001	2.196538e+001	1.182011e+002	-1.370142e-004	-1.847736e-004	-3.217878e-004
2.341246068105102e+001	2.533026e+001	1.178075e+002	-1.316633e-004	-1.770096e-004	-3.086729e-004
2.344175755605102e+001	2.890618e+001	1.174300e+002	-1.260349e-004	-1.688714e-004	-2.949062e-004
2.347105443105102e+001	3.268558e+001	1.170694e+002	-1.201407e-004	-1.603763e-004	-2.805170e-004
2.350035130605102e+001	3.666044e+001	1.167265e+002	-1.139935e-004	-1.515422e-004	-2.655357e-004
2.355894505605102e+001	4.516251e+001	1.160963e+002	-1.009919e-004	-1.329326e-004	-2.339245e-004
2.361753880605102e+001	5.434041e+001	1.155448e+002	-8.714019e-005	-1.132002e-004	-2.003404e-004
2.370542943105102e+001	6.920311e+001	1.148752e+002	-6.502675e-005	-8.186382e-005	-1.468906e-004
2.379332005605102e+001	8.512762e+001	1.144056e+002	-4.168634e-005	-4.897491e-005	-9.066125e-005
2.388121068105102e+001	1.018109e+002	1.141449e+002	-1.756301e-005	-1.515925e-005	-3.272226e-005
2.393980443105102e+001	1.131982e+002	1.140896e+002	-1.272121e-006	7.582003e-006	6.309882e-006
2.399839818105102e+001	1.246855e+002	1.141300e+002	1.502503e-005	3.025681e-005	4.528183e-005
2.408628880605102e+001	1.418909e+002	1.143685e+002	3.918105e-005	6.372515e-005	1.029062e-004
2.417417943105102e+001	1.587750e+002	1.148164e+002	6.258152e-005	9.597588e-005	1.585574e-004
2.426207005605102e+001	1.750163e+002	1.154649e+002	8.478126e-005	1.263953e-004	2.111766e-004
2.434996068105102e+001	1.903057e+002	1.163016e+002	1.053579e-004	1.544048e-004	2.597627e-004
2.443785130605102e+001	2.043525e+002	1.173106e+002	1.239201e-004	1.794712e-004	3.033913e-004
2.452574193105102e+001	2.168891e+002	1.184726e+002	1.401147e-004	2.011177e-004	3.412323e-004
2.461363255605102e+001	2.276772e+002	1.197653e+002	1.536335e-004	2.189324e-004	3.725659e-004
2.470152318105102e+001	2.365113e+002	1.211641e+002	1.642195e-004	2.325765e-004	3.967959e-004
2.478941380605102e+001	2.432233e+002	1.226423e+002	1.716713e-004	2.417902e-004	4.134616e-004
2.487730443105102e+001	2.476856e+002	1.241716e+002	1.758473e-004	2.463985e-004	4.222458e-004
2.496519505605102e+001	2.498132e+002	1.257230e+002	1.766681e-004	2.463136e-004	4.229817e-004
2.505308568105102e+001	2.495657e+002	1.272667e+002	1.741181e-004	2.415373e-004	4.156553e-004
2.514097630605102e+001	2.469476e+002	1.287733e+002	1.682460e-004	2.321604e-004	4.004064e-004
2.522886693105102e+001	2.420090e+002	1.302142e+002	1.591637e-004	2.183616e-004	3.775253e-004
2.531675755605102e+001	2.348436e+002	1.315618e+002	1.470440e-004	2.004035e-004	3.474475e-004
2.540464818105102e+001	2.255880e+002	1.327903e+002	1.321179e-004	1.786278e-004	3.107457e-004
2.549253880605102e+001	2.144182e+002	1.338763e+002	1.146693e-004	1.534491e-004	2.681183e-004
2.558042943105102e+001	2.015467e+002	1.347992e+002	9.503039e-005	1.253465e-004	2.203769e-004
2.566832005605102e+001	1.872186e+002	1.355412e+002	7.357508e-005	9.485499e-005	1.684301e-004
2.575621068105102e+001	1.717065e+002	1.360881e+002	5.071171e-005	6.255476e-005	1.132665e-004
2.584410130605102e+001	1.553056e+002	1.364296e+002	2.687548e-005	2.906057e-005	5.593606e-005
2.590269505605102e+001	1.440315e+002	1.365396e+002	1.066773e-005	6.382028e-006	1.704975e-005
2.596128880605102e+001	1.325962e+002	1.365544e+002	-5.633748e-006	-1.635207e-005	-2.198582e-005
2.604917943105102e+001	1.153532e+002	1.363978e+002	-2.995982e-005	-5.013664e-005	-8.009646e-005
2.613707005605102e+001	9.829382e+001	1.360295e+002	-5.372327e-005	-8.297047e-005	-1.366937e-004
2.622496068105102e+001	8.174261e+001	1.354565e+002	-7.647180e-005	-1.142287e-004	-1.907005e-004
2.631285130605102e+001	6.601458e+001	1.346897e+002	-9.777241e-005	-1.433163e-004	-2.410887e-004
2.637144505605102e+001	5.613518e+001	1.340779e+002	-1.109668e-004	-1.612269e-004	-2.721937e-004
2.643003880605102e+001	4.683872e+001	1.333914e+002	-1.232251e-004	-1.777740e-004	-3.009991e-004
2.648863255605102e+001	3.820391e+001	1.326361e+002	-1.344434e-004	-1.928176e-004	-3.272610e-004
2.651792943105102e+001	3.415771e+001	1.322346e+002	-1.396325e-004	-1.997353e-004	-3.393677e-004
2.654722630605102e+001	3.030385e+001	1.318184e+002	-1.445267e-004	-2.062303e-004	-3.507571e-004
2.657652318105102e+001	2.665051e+001	1.313882e+002	-1.491157e-004	-2.122891e-004	-3.614048e-004
2.660582005605102e+001	2.320541e+001	1.309451e+002	-1.533897e-004	-2.178986e-004	-3.712884e-004
2.663511693105102e+001	1.997585e+001	1.304899e+002	-1.573398e-004	-2.230472e-004	-3.803869e-004
2.666441380605102e+001	1.696868e+001	1.300237e+002	-1.609574e-004	-2.277237e-004	-3.886811e-004
2.669371068105102e+001	1.419025e+001	1.295473e+002	-1.642350e-004	-2.319184e-004	-3.961534e-004
2.672300755605102e+001	1.164645e+001	1.290619e+002	-1.671655e-004	-2.356224e-004	-4.027880e-004
2.675230443105102e+001	9.342661e+000	1.285684e+002	-1.697429e-004	-2.388278e-004	-4.085707e-004
2.678160130605102e+001	7.283772e+000	1.280678e+002	-1.719617e-004	-2.415278e-004	-4.134895e-004
2.681089818105102e+001	5.474136e+000	1.275613e+002	-1.738170e-004	-2.437167e-004	-4.175338e-004
2.684019505605102e+001	3.917586e+000	1.270499e+002	-1.753051e-004	-2.453899e-004	-4.206951e-004
2.686949193105102e+001	2.617418e+000	1.265347e+002	-1.764227e-004	-2.465438e-004	-4.229666e-004
2.689878880605102e+001	1.576384e+000	1.260167e+002	-1.771675e-004	-2.471760e-004	-4.243436e-004
2.692808568105102e+001	7.966887e-001	1.254971e+002	-1.775380e-004	-2.472852e-004	-4.248231e-004
2.695738255605102e+001	2.799835e-001	1.249770e+002	-1.775332e-004	-2.468710e-004	-4.244042e-004
2.698667943105102e+001	2.736210e-002	1.244575e+002	-1.771532e-004	-2.459345e-004	-4.230877e-004
2.701597630605102e+001	3.935951e-002	1.239396e+002	-1.763989e-004	-2.444775e-004	-4.208764e-004
2.704527318105102e+001	3.159503e-001	1.234244e+002	-1.752718e-004	-2.425031e-004	-4.177749e-004
2.707457005605102e+001	8.565488e-001	1.229131e+002	-1.737743e-004	-2.400156e-004	-4.137899e-004
2.710386693105102e+001	1.660010e+000	1.224067e+002	-1.719096e-004	-2.370201e-004	-4.089297e-004
2.713316380605102e+001	2.724633e+000	1.219064e+002	-1.696816e-004	-2.335231e-004	-4.032047e-004
2.716246068105102e+001	4.048164e+000	1.214130e+002	-1.670950e-004	-2.295319e-004	-3.966269e-004
2.719175755605102e+001	5.627800e+000	1.209278e+002	-1.641553e-004	-2.250550e-004	-3.892104e-004
2.722105443105102e+001	7.460196e+000	1.204517e+002	-1.608687e-004	-2.201019e-004	-3.809707e-004
2.725035130605102e+001	9.541473e+000	1.199857e+002	-1.572423e-004	-2.146830e-004	-3.719253e-004
2.727964818105102e+001	1.186722e+001	1.195308e+002	-1.532835e-004	-2.088099e-004	-3.620934e-004
2.730894505605102e+001	1.443252e+001	1.190880e+002	-1.490010e-004	-2.024948e-004	-3.514958e-004
2.733824193105102e+001	1.723194e+001	1.186582e+002	-1.444036e-004	-1.957514e-004	-3.401550e-004
2.736753880605102e+001	2.025954e+001	1.182424e+002	-1.395011e-004	-1.885937e-004	-3.280948e-004
2.739683568105102e+001	2.350893e+001	1.178413e+002	-1.343040e-004	-1.810370e-004	-3.153410e-004
2.742613255605102e+001	2.697321e+001	1.174559e+002	-1.288232e-004	-1.730972e-004	-3.019204e-004
2.745542943105102e+001	3.064506e+001	1.170869e+002	-1.230703e-004	-1.647912e-004	-2.878614e-004
2.748472630605102e+001	3.451669e+001	1.167351e+002	-1.170575e-004	-1.561365e-004	-2.731940e-004
2.754332005605102e+001	4.282613e+001	1.160863e+002	-1.043036e-004	-1.378552e-004	-2.421588e-004
2.760191380605102e+001	5.183118e+001	1.155147e+002	-9.066940e-005	-1.184081e-004	-2.090775e-004
2.766050755605102e+001	6.145562e+001	1.150254e+002	-7.627039e-005	-9.795972e-005	-1.742301e-004
2.774839818105102e+001	7.687415e+001	1.144543e+002	-5.350586e-005	-6.579037e-005	-1.192962e-004
2.783628880605102e+001	9.320850e+001	1.140880e+002	-2.972904e-005	-3.237143e-005	-6.210047e-005
2.789488255605102e+001	1.044539e+002	1.139612e+002	-1.353829e-005	-9.711327e-006	-2.324962e-005
2.795347630605102e+001	1.158732e+002	1.139296e+002	2.764487e-006	1.302995e-005	1.579444e-005
2.801207005605102e+001	1.273698e+002	1.139935e+002	1.904132e-005	3.565991e-005	5.470123e-005
2.809996068105102e+001	1.445467e+002	1.142670e+002	4.310690e-005	6.897775e-005	1.120847e-004
2.818785130605102e+001	1.613516e+002	1.147487e+002	6.634655e-005	1.009807e-004	1.673273e-004
2.827574193105102e+001	1.774647e+002	1.154293e+002	8.831811e-005	1.310599e-004	2.193780e-004
2.836363255605102e+001	1.925795e+002	1.162960e+002	1.086035e-004	1.586429e-004	2.672464e-004
2.845152318105102e+001	2.064082e+002	1.173320e+002	1.268168e-004	1.832048e-004	3.100216e-004
2.853941380605102e+001	2.186877e+002	1.185177e+002	1.426115e-004	2.042782e-004	3.468897e-004
2.862730443105102e+001	2.291844e+002	1.198304e+002	1.556870e-004	2.214623e-004	3.771493e-004
2.871519505605102e+001	2.376985e+002	1.212452e+002	1.657946e-004	2.344300e-004	4.002246e-004
2.880308568105102e+001	2.440679e+002	1.227350e+002	1.727421e-004	2.429345e-004	4.156766e-004
2.889097630605102e+001	2.481715e+002	1.242715e+002	1.763972e-004	2.468141e-004	4.232113e-004
2.897886693105102e+001	2.499311e+002	1.258253e+002	1.766905e-004	2.459950e-004	4.226855e-004
2.906675755605102e+001	2.493134e+002	1.273669e+002	1.736165e-004	2.404928e-004	4.141092e-004
2.915464818105102e+001	2.463299e+002	1.288669e+002	1.672337e-004	2.304121e-004	3.976458e-004
2.924253880605102e+001	2.410376e+002	1.302967e+002	1.576636e-004	2.159450e-004	3.736086e-004
2.933042943105102e+001	2.335371e+002	1.316291e+002	1.450885e-004	1.973668e-004	3.424552e-004
2.941832005605102e+001	2.239712e+002	1.328386e+002	1.297476e-004	1.750309e-004	3.047785e-004
2.950621068105102e+001	2.125219e+002	1.339021e+002	1.119330e-004	1.493625e-004	2.612955e-004
2.959410130605102e+001	1.994070e+002	1.347995e+002	9.198381e-005	1.208501e-004	2.128339e-004
2.968199193105102e+001	1.848762e+002	1.355136e+002	7.027962e-005	9.003624e-005	1.603159e-004
2.976988255605102e+001	1.692059e+002	1.360308e+002	4.723353e-005	5.750741e-005	1.047409e-004
2.985777318105102e+001	1.526944e+002	1.363411e+002	2.328419e-005	2.388264e-005	4.716683e-005
2.991636693105102e+001	1.413741e+002	1.364300e+002	7.040787e-006	1.172772e-006	8.213558e-006
2.997496068105102e+001	1.299152e+002	1.364243e+002	-9.265014e-006	-2.154961e-005	-3.081463e-005
3.000000000000000e+001	1.250000e+002	1.363975e+002	-1.622501e-005	-3.122925e-005	-4.745426e-005
